,company-14,keyWord-15162,keyWord-10391,keyWord-1930,company-8411,keyWord-10594,keyWord-8508,keyWord-6075,keyWord-818,keyWord-567,company-306,keyWord-6150,company-559,keyWord-6086,keyWord-2483,keyWord-1936,keyWord-417,keyWord-236,crew-5488,keyWord-9937,keyWord-9714,keyWord-6152,keyWord-187056,keyWord-9826,keyWord-9713,keyWord-9673,keyWord-1415,keyWord-572,keyWord-570,company-43,keyWord-6054,keyWord-779,keyWord-494,cast-18897,pt,fr,GB,CA,BE,Animation,Romance,Adventure,de,DE,Thriller,FR,Mystery,Horror,en,US,Drama,Crime,cn,HK,Comedy,Action,budget,popularity,release_date,revenue,runtime,vote_count,vote_average
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.39852254408998433,0.07003891050583658,0.0,0.38596491228070173,0.2463157894736842,0.7407407407407407
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.25,0.43887588612850914,0.897409577577235,0.16486581428571428,0.8609220495697959,0.3683135758452344,0.9022245214692188
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.25,0.32622785703584256,0.0766861981951157,,0.6193656093489149,0.13025654327120698,0.6228660113812726
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.25,1.0,0.27087521206677784,1.0,1.0,1.0,1.0
4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.125,0.32546697450993,1.0,1.0,,,0.8853397395972358
5,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.25,1.0,1.0,,1.0,1.0,1.0
6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0.11318869777639164,1.0,1.0,1.0,0.034087374720039025,0.8801881164338455
7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,1.0,0.8984359532765789,1.0,1.0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
